,Compound,Date,Negative,Neutral,Positive,Tweets Ago,tweet,username
268,0.5106,Thu Oct 04 15:00:58 +0000 2018,0.864,0.0,0.136,69,WATCH: This dog floated on a couch in the middle of a flooded house for nearly two weeks. And his rescue will melt… https://t.co/9aAkEtJcjJ,@CBSNews
269,-0.4588,Thu Oct 04 14:44:37 +0000 2018,0.81,0.19,0.0,70,Vice President Pence plans to accuse China of trying to undermine President Trump as the administration deploys tou… https://t.co/7RWFBMhK87,@CBSNews
270,0.6739,Thu Oct 04 14:30:30 +0000 2018,0.807,0.0,0.193,71,"MIRACLE WORKER: His whole life, this 6-year-old Texas boy was unable to speak. Then, a trip to the dentist changed… https://t.co/sFVEB8wmoY",@CBSNews
271,0.6908,Thu Oct 04 14:14:46 +0000 2018,0.61,0.085,0.305,72,The U.S. Justice Department has charged seven Russian military intelligence officers with hacking anti-doping agenc… https://t.co/RpmWefLpId,@CBSNews
272,-0.296,Thu Oct 04 14:00:00 +0000 2018,0.896,0.104,0.0,73,"Pres. Trump received at least $413 million in today's dollars from his father, much of that through questionable ta… https://t.co/GL8Ge1mUfq",@CBSNews
273,0.0,Thu Oct 04 13:52:55 +0000 2018,1.0,0.0,0.0,74,"""The defendants targeted athletes and anti-doping agencies as retaliation for the outing of Russia's state sponsore… https://t.co/XunrnySmpO",@CBSNews
274,0.0,Thu Oct 04 13:44:39 +0000 2018,1.0,0.0,0.0,75,"A family thought their 6-year-old son couldn’t speak, but a 30-second procedure at the dentist changed his life… https://t.co/x7Q9RheCjt",@CBSNews
275,-0.8807,Thu Oct 04 13:30:38 +0000 2018,0.545,0.455,0.0,76,"Cristiano Ronaldo accuser had suicidal thoughts after alleged rape, lawyer says https://t.co/o0vsgTeXY8 https://t.co/seSbapHiFC",@CBSNews
276,-0.3818,Thu Oct 04 13:16:00 +0000 2018,0.833,0.167,0.0,77,Judge cites Trump comments in blocking U.S. move against immigrants from 4 nations https://t.co/fYSrCH4bhX https://t.co/4TnIbN060U,@CBSNews
277,0.872,Thu Oct 04 13:00:34 +0000 2018,0.502,0.078,0.42,78,"A good credit score could impact your ability to get a new home or car. But credit card debt, with high interest ra… https://t.co/BC5gr5sqnT",@CBSNews
278,0.0,Thu Oct 04 12:58:19 +0000 2018,1.0,0.0,0.0,79,RT @CBSThisMorning: Researchers from the Washington University School of Medicine in St. Louis found consuming one to two drinks four or mo…,@CBSNews
279,-0.7845,Thu Oct 04 12:44:53 +0000 2018,0.723,0.277,0.0,80,A 30-year South Carolina police veteran was killed and 6 of his comrades were wounded when a man opened fire from i… https://t.co/WNgRnuhALU,@CBSNews
280,0.3094,Thu Oct 04 12:35:53 +0000 2018,0.907,0.0,0.093,81,"RT @CBSThisMorning: The real question here is what do Senators Flake, Collins and Murkowski think of this? Do they think it's adequate? --…",@CBSNews
281,0.0,Thu Oct 04 12:30:29 +0000 2018,1.0,0.0,0.0,82,Deputy pushes stranded woman's wheelchair one mile to her home https://t.co/iknSnSGl3R https://t.co/cBai5b6u1U,@CBSNews
282,0.0,Thu Oct 04 12:30:01 +0000 2018,1.0,0.0,0.0,83,"RT @CBSThisMorning: ""I personally don't believe, as a prosecutor, you can have a credible and complete investigation without an interview o…",@CBSNews
283,-0.5859,Thu Oct 04 12:14:50 +0000 2018,0.817,0.183,0.0,84,"Track Palin, son of former Alaska Gov. Sarah Palin, to spend year in custody after assault arrests… https://t.co/7OoGjoa4Xt",@CBSNews
284,-0.357,Thu Oct 04 12:04:47 +0000 2018,0.894,0.106,0.0,85,RT @NorahODonnell: We’ll talk to @drtaranarula this morning about how a daily alcoholic drink may or may not benefit your health. What you…,@CBSNews
285,0.0,Thu Oct 04 12:00:52 +0000 2018,1.0,0.0,0.0,86,"President Trump has said for decades that he's a self-made billionaire. But, a new investigation reveals a differen… https://t.co/RsslbV0htt",@CBSNews
286,0.0,Thu Oct 04 11:59:00 +0000 2018,1.0,0.0,0.0,87,"RT @NorahODonnell: There are still many unanswered questions about the FBI inquiry into Brett #Kavanaugh - coming up on @CBSThisMorning, @F…",@CBSNews
287,0.4215,Thu Oct 04 11:44:43 +0000 2018,0.575,0.132,0.293,88,Police boost security at Capitol amid tension over Brett Kavanaugh confirmation https://t.co/DgMnr7ubtJ https://t.co/pteXrKFxlH,@CBSNews
288,0.7096,Thu Oct 04 11:40:58 +0000 2018,0.789,0.0,0.211,89,RT @CBSThisMorning: FEMA is calling its first test of the new presidential alert system a success. The mass cell phone blast went out at 2:…,@CBSNews
289,-0.5994,Thu Oct 04 11:38:04 +0000 2018,0.583,0.256,0.162,90,RT @CBSThisMorning: Indonesian marines are pouring into the area devastated by an earthquake and tsunami to help with rescues. The death to…,@CBSNews
290,-0.296,Thu Oct 04 11:37:32 +0000 2018,0.796,0.128,0.075,91,RT @CBSThisMorning: Amazon faces criticism after revealing changes to employee compensation tied to its minimum wage hike. They announced i…,@CBSNews
291,-0.0516,Thu Oct 04 11:30:47 +0000 2018,0.915,0.085,0.0,92,"Indonesia earthquake and tsunami leave more than 70,000 homeless in hard-hit Palu https://t.co/RoDMMM1y1c https://t.co/UunrKswmmP",@CBSNews
292,0.4019,Thu Oct 04 11:17:00 +0000 2018,0.756,0.084,0.16,93,RT @CBSThisMorning: The FBI investigation that delayed a confirmation vote on Supreme Court nominee Brett Kavanaugh is finished. The report…,@CBSNews
293,0.4019,Thu Oct 04 11:15:58 +0000 2018,0.732,0.093,0.176,94,Senators will review FBI findings today after investigation that delayed a confirmation vote on Supreme Court nomin… https://t.co/x9UXXep6Ee,@CBSNews
294,-0.4588,Thu Oct 04 11:09:51 +0000 2018,0.786,0.214,0.0,95,Mom says teachers forced young daughter with autism into closet https://t.co/XsqWTCPTg0 https://t.co/ILS0lDrkbM,@CBSNews
295,0.0,Thu Oct 04 10:58:36 +0000 2018,1.0,0.0,0.0,96,"Ahead in @CBSThisMorning's #AMorePerfectUnion series, a Navy veteran with PTSD finds solace in fly fishing. Learn h… https://t.co/PzmlVupz3l",@CBSNews
296,0.5574,Thu Oct 04 10:50:28 +0000 2018,0.806,0.0,0.194,97,Today senators start reviewing the now finished FBI inquiry into Supreme Court nominee Brett Kavanaugh.… https://t.co/0NzVG5DkYr,@CBSNews
297,0.4588,Thu Oct 04 10:41:45 +0000 2018,0.824,0.0,0.176,98,"Barnes &amp; Noble says it's exploring strategic alternatives, including a possible sale of the company… https://t.co/AOc5x9cYYy",@CBSNews
298,-0.6705,Thu Oct 04 10:25:02 +0000 2018,0.756,0.244,0.0,99,"Netherlands says Russia tried cyberattack on global chemical weapons agency, expels at least four men linked to the… https://t.co/7QZyvKgM7V",@CBSNews
299,0.0,Thu Oct 04 10:03:03 +0000 2018,1.0,0.0,0.0,100,Space station crew members set for return to Earth after lengthy mission https://t.co/XBfHSizXjg https://t.co/JOfyW5gc6P,@CBSNews
300,0.5574,Thu Oct 04 23:30:55 +0000 2018,0.841,0.0,0.159,1,"A cloture vote for Supreme Court nominee Brett Kavanaugh is set for Friday morning, moving the Senate closer to a c… https://t.co/e3hE5sNRLm",@cnnbrk
301,-0.6124,Thu Oct 04 23:04:54 +0000 2018,0.75,0.25,0.0,2,Capitol Police arrested 302 protesters during demonstrations at Senate Office buildings over the Brett Kavanaugh no… https://t.co/ctmR9Oaybh,@cnnbrk
302,-0.6808,Thu Oct 04 22:05:42 +0000 2018,0.485,0.381,0.134,3,Two protesters opposed to Brett Kavanaugh's Supreme Court nomination were arrested on suspicion of blocking the ent… https://t.co/W5FIGs2xcd,@cnnbrk
303,-0.6808,Thu Oct 04 17:21:50 +0000 2018,0.72,0.28,0.0,4,"Nineties rap mogul Marion ""Suge"" Knight is sentenced to 28 years in prison after pleading no contest to manslaughte… https://t.co/DCe5plFDkp",@cnnbrk
304,0.0258,Thu Oct 04 13:58:17 +0000 2018,0.679,0.181,0.14,5,Seven Russian intelligence officers are charged in a US indictment alleging the use of cybercrimes to distract from… https://t.co/GWDsGParc7,@cnnbrk
305,0.0,Thu Oct 04 13:19:59 +0000 2018,1.0,0.0,0.0,6,A massive recall of 6.5 million pounds of beef is issued after a salmonella outbreak is linked to meat sold across… https://t.co/OIqRvu4sNB,@cnnbrk
306,-0.6705,Thu Oct 04 13:03:45 +0000 2018,0.791,0.209,0.0,7,"A US service member assigned to the NATO mission in Afghanistan was killed on Thursday, the Pentagon says… https://t.co/heEDOwDCAa",@cnnbrk
307,0.5574,Thu Oct 04 10:29:52 +0000 2018,0.816,0.0,0.184,8,Senate Judiciary Committee has received the supplemental FBI background file on Supreme Court nominee Brett Kavanau… https://t.co/Lel2EgRcGq,@cnnbrk
308,0.6124,Thu Oct 04 02:47:23 +0000 2018,0.762,0.0,0.238,9,Australia's busiest airport was on high alert Thursday after a United Airlines flight from Los Angeles issued a may… https://t.co/jQ1RuHC2tS,@cnnbrk
309,-0.5106,Thu Oct 04 02:42:32 +0000 2018,0.788,0.212,0.0,10,"RT @CNNPolitics: Capitol Police arrest a man suspected of ""doxing"" lawmakers — or posting their private information online — during Supreme…",@cnnbrk
310,0.0,Thu Oct 04 02:13:06 +0000 2018,1.0,0.0,0.0,11,RT @CNNPolitics: BREAKING: Senate Majority Leader Mitch McConnell takes a key step toward the vote on Brett Kavanaugh's nomination https://…,@cnnbrk
311,0.2023,Thu Oct 04 01:47:23 +0000 2018,0.706,0.124,0.171,12,A California federal judge temporarily blocked Trump's administration from stripping Temporary Protected Status fro… https://t.co/1QOnVq0BOI,@cnnbrk
312,-0.3818,Thu Oct 04 01:16:16 +0000 2018,0.874,0.126,0.0,13,"James Roche, one of Kavanaugh’s freshman roommates, says Kavanaugh lied under oath about his drinking and about the… https://t.co/PAbub0JmFa",@cnnbrk
313,-0.6369,Thu Oct 04 01:13:39 +0000 2018,0.802,0.198,0.0,14,"Seven law enforcement officers were shot, one fatally, during a standoff in South Carolina, as sheriff's deputies w… https://t.co/SX27SQ7tbd",@cnnbrk
314,0.0,Thu Oct 04 00:25:29 +0000 2018,1.0,0.0,0.0,15,"RT @CNNPolitics: Senators will be able to start reading the Kavanugh FBI report Thursday morning, sources say https://t.co/Q5vSw5VaYv https…",@cnnbrk
315,-0.5574,Wed Oct 03 23:03:25 +0000 2018,0.825,0.175,0.0,16,"One of the five law enforcement officers shot in South Carolina has died, Florence County coroner says… https://t.co/cpcaoISDRH",@cnnbrk
316,-0.296,Wed Oct 03 22:16:58 +0000 2018,0.885,0.115,0.0,17,"Five law enforcement officers have been shot in Florence County, South Carolina, sheriff's deputy says. A suspect i… https://t.co/6BtjVK7Sok",@cnnbrk
317,-0.34,Wed Oct 03 20:31:50 +0000 2018,0.897,0.103,0.0,18,The Senate passes legislation to combat the opioid epidemic by a vote of 98-1. The bill now heads to the White Hous… https://t.co/hxvRTSav7v,@cnnbrk
318,-0.5859,Wed Oct 03 18:26:36 +0000 2018,0.814,0.186,0.0,19,"US officials just ran a big test of an emergency system that uses your cell phone. We have the FAQs (and no, Presid… https://t.co/wRL0kZsHSU",@cnnbrk
319,0.0,Wed Oct 03 18:14:59 +0000 2018,1.0,0.0,0.0,20,"Astronomers say they may have made the first discovery of an exomoon, a moon outside our solar system… https://t.co/IN5GguVUee",@cnnbrk
320,-0.4019,Wed Oct 03 17:39:20 +0000 2018,0.863,0.137,0.0,21,"Sarah Sanders says President Trump was ""stating the facts"" in comments seen as mocking Kavanaugh accuser's testimon… https://t.co/H7R85pvMmV",@cnnbrk
321,0.1779,Wed Oct 03 17:29:47 +0000 2018,0.633,0.148,0.219,22,"RT @CNNPolitics: ""The Iranian regime has systematically pursued a policy of hostility toward the United States,” national security adviser…",@cnnbrk
322,-0.765,Wed Oct 03 15:15:12 +0000 2018,0.72,0.28,0.0,23,Soccer star Cristiano Ronaldo tweets a denial of rape allegations in an American woman's lawsuit and says he awaits… https://t.co/K4k6MEfLGQ,@cnnbrk
323,0.0,Wed Oct 03 13:46:43 +0000 2018,1.0,0.0,0.0,24,RT @CNNMoney: Stocks race higher at the open. Dow rises 140 points to all-time high. S&amp;P 500 and Nasdaq advance 0.4%. JCPenney jumps 8% as…,@cnnbrk
324,-0.4019,Wed Oct 03 13:44:18 +0000 2018,0.856,0.144,0.0,25,"Sen. Susan Collins, a key GOP vote on Brett Kavanaugh's nomination, says President Trump's comments mocking Christi… https://t.co/QtxLRCHbGH",@cnnbrk
325,-0.6486,Wed Oct 03 12:09:00 +0000 2018,0.815,0.185,0.0,26,"Grammy Award-winning sound engineer Geoff Emerick, who worked on several Beatles albums, is dead at age 72. He also… https://t.co/c96pd4ZoXE",@cnnbrk
326,0.5859,Wed Oct 03 11:12:30 +0000 2018,0.769,0.0,0.231,27,France has frozen assets of Iran's intelligence services and two Iranian nationals after linking them to a thwarted… https://t.co/eLAodf53qY,@cnnbrk
327,-0.5859,Wed Oct 03 01:51:46 +0000 2018,0.817,0.183,0.0,28,FBI is expanding its inquiry into sexual assault allegations against Brett Kavanaugh beyond the initial four interv… https://t.co/ykJ8CJbf2V,@cnnbrk
328,-0.3182,Wed Oct 03 00:40:35 +0000 2018,0.887,0.113,0.0,29,"RT @CNN: During a rally in Mississippi, President Trump directly mocked Christine Blasey Ford’s testimony before the Senate Judiciary Commi…",@cnnbrk
329,0.0,Tue Oct 02 23:40:56 +0000 2018,1.0,0.0,0.0,30,RT @CNNMoney: Facebook doesn't think hackers accessed third-party sites https://t.co/23AYilaYqu https://t.co/42vOku6z3d,@cnnbrk
330,0.0,Tue Oct 02 23:39:59 +0000 2018,1.0,0.0,0.0,31,Envelope addressed to Trump contains substance believed to be ricin and appears connected to similar mail sent to P… https://t.co/9o6pfAQQIz,@cnnbrk
331,0.0,Tue Oct 02 21:52:59 +0000 2018,1.0,0.0,0.0,32,"Secretary of State Mike Pompeo will meet with North Korean dictator Kim Jong Un in Pyongyang on Sunday, the State D… https://t.co/NG95Ozq6ZI",@cnnbrk
332,0.0,Tue Oct 02 20:58:49 +0000 2018,1.0,0.0,0.0,33,"JCPenney names veteran retail leader Jill Soltau as its new CEO, making her one of only a handful of female CEOs le… https://t.co/X0UAZDZXQd",@cnnbrk
333,-0.5106,Tue Oct 02 18:57:04 +0000 2018,0.829,0.171,0.0,34,"Federal authorities charge four men with inciting rioting and assaulting counterprotesters at last year's ""Unite th… https://t.co/dnCJoTuV5a",@cnnbrk
334,0.0,Tue Oct 02 18:29:03 +0000 2018,1.0,0.0,0.0,35,"Indonesian officials raise the toll from Friday's earthquake and tsunami to 1,234 deaths after the bodies of 34 peo… https://t.co/zfwkr1vluL",@cnnbrk
335,0.128,Tue Oct 02 17:05:40 +0000 2018,0.923,0.0,0.077,36,"The toxic compound ricin has been detected in two envelopes delivered to the Pentagon's mail facility, a defense of… https://t.co/JkiliFMya2",@cnnbrk
336,-0.4588,Tue Oct 02 15:53:19 +0000 2018,0.606,0.273,0.121,37,"A fight that Brett Kavanaugh was accused of starting led to the arrest of Yale friend Chris Dudley, a police report… https://t.co/i7Duo6NODm",@cnnbrk
337,0.4939,Tue Oct 02 15:11:44 +0000 2018,0.849,0.0,0.151,38,"The FBI is done interviewing Brett Kavanaugh's high school friend Mark Judge, a lawyer for Judge says. Follow live… https://t.co/6MNjjF8F4M",@cnnbrk
338,0.0,Tue Oct 02 13:43:15 +0000 2018,1.0,0.0,0.0,39,"RT @CNNMoney: Markets open little changed. S&amp;P 500 and Nasdaq dip 0.1%. Tesla rises 2% after saying it delivered 83,500 vehicles in the thi…",@cnnbrk
339,0.6808,Tue Oct 02 13:27:06 +0000 2018,0.741,0.0,0.259,40,"Tesla says the company delivered 83,500 vehicles during the third quarter, a strong performance that should calm in… https://t.co/PMNQ9ZaLdh",@cnnbrk
340,0.2263,Tue Oct 02 13:00:48 +0000 2018,0.905,0.0,0.095,41,A law change will allow heterosexual couples in England and Wales to enter into civil partnerships instead of marri… https://t.co/939V98BJWV,@cnnbrk
341,0.1779,Tue Oct 02 10:23:26 +0000 2018,0.904,0.0,0.096,42,"Amazon announces a $15 an hour minimum wage for US employees, a move benefiting more than 250,000 workers… https://t.co/nx6eci3lXq",@cnnbrk
342,0.8625,Tue Oct 02 10:10:00 +0000 2018,0.575,0.0,0.425,43,"The 2018 award celebrates groundbreaking laser inventions. It’s shared between three physicists, including the firs… https://t.co/hA3Xwl5vwJ",@cnnbrk
343,-0.6808,Tue Oct 02 08:27:15 +0000 2018,0.763,0.237,0.0,44,"More than 1,200 people died in the earthquake and tsunami that struck Indonesia four days ago, officials now say https://t.co/YwtJhG8j1O",@cnnbrk
344,0.0,Mon Oct 01 23:28:35 +0000 2018,1.0,0.0,0.0,45,Microsoft co-founder Paul Allen says his non-Hodgkin's lymphoma has returned. Allen was treated for the disease in… https://t.co/wlZzr2neuw,@cnnbrk
345,-0.5574,Mon Oct 01 22:16:20 +0000 2018,0.833,0.167,0.0,46,A North Carolina man died from a bacterial infection after scraping his leg doing yard work related to Hurricane Fl… https://t.co/66MK88JLEO,@cnnbrk
346,-0.6705,Mon Oct 01 21:41:40 +0000 2018,0.809,0.191,0.0,47,A man and his 2-year-old son were identified as among the three people killed when a car exploded Saturday in Allen… https://t.co/n6ZyfxhFTV,@cnnbrk
347,-0.6808,Mon Oct 01 17:41:02 +0000 2018,0.772,0.228,0.0,48,Musician Cardi B turns herself in to NYPD and is charged with assault in connection with an incident at a New York… https://t.co/RFfZrSVcVI,@cnnbrk
348,-0.6597,Mon Oct 01 15:52:06 +0000 2018,0.787,0.213,0.0,49,A Chinese destroyer came as close as 45 feet to a US Navy ship operating near disputed islands in the South China S… https://t.co/SRatUbSsV2,@cnnbrk
349,-0.25,Mon Oct 01 15:14:51 +0000 2018,0.909,0.091,0.0,50,Watch and follow live: President Trump talks about the deal to revamp NAFTA that's been struck after more than a ye… https://t.co/WxUUZ8Qloc,@cnnbrk
350,-0.5106,Mon Oct 01 13:47:36 +0000 2018,0.798,0.202,0.0,51,"Officers fatally shot a patient at Orlando Regional Medical Center who claimed he had a gun but didn't, police chie… https://t.co/kianVqRAfO",@cnnbrk
351,-0.6486,Mon Oct 01 13:46:47 +0000 2018,0.823,0.177,0.0,52,"Veteran French singer and songwriter Charles Aznavour is dead at 94. Known for his hits ""She"" and ""Hier Encore,"" he… https://t.co/JXFvzhgfwy",@cnnbrk
352,0.0,Mon Oct 01 11:28:54 +0000 2018,1.0,0.0,0.0,53,"General Electric, mired in a deep slump, has ousted CEO John Flannery after barely a year on the job… https://t.co/XoxwEhv9iV",@cnnbrk
353,-0.5574,Mon Oct 01 10:55:42 +0000 2018,0.777,0.223,0.0,54,German federal prosecutors say they have detained six men who are suspected of having formed a far-right terrorist… https://t.co/VqfsNT7Dof,@cnnbrk
354,0.7906,Mon Oct 01 10:07:59 +0000 2018,0.708,0.0,0.292,55,American James Allison and Japan's Tasuku Honjo have won the 2018 Nobel Prize in Medicine for a pioneering approach… https://t.co/6DT503ovk1,@cnnbrk
355,0.0,Mon Oct 01 03:33:16 +0000 2018,1.0,0.0,0.0,56,Outside counsel tells Republican senators 'reasonable prosecutor' would not bring Ford case against Kavanaugh https://t.co/ydVAXRE3LP,@cnnbrk
356,0.4939,Mon Oct 01 02:39:41 +0000 2018,0.856,0.0,0.144,57,"Canada signed on to an agreement that will preserve NAFTA trade pact, two US officials and a Canadian official say https://t.co/wiRuKF9Eo2",@cnnbrk
357,-0.6808,Mon Oct 01 01:59:38 +0000 2018,0.777,0.223,0.0,58,"A Las Vegas woman sues soccer star Cristiano Ronaldo, alleging that he raped her in 2009 https://t.co/8hYiB4mVuR https://t.co/mVFBAEzRci",@cnnbrk
358,-0.3182,Mon Oct 01 01:21:02 +0000 2018,0.794,0.138,0.069,59,"California passes the nation's strictest net neutrality law, which prevents internet providers from blocking or slo… https://t.co/O589lqpTrK",@cnnbrk
359,0.5106,Sun Sep 30 20:53:12 +0000 2018,0.786,0.057,0.157,60,"The FBI spoke today with Deborah Ramirez, who says Supreme Court nominee Brett Kavanaugh exposed himself to her, a… https://t.co/4lPMO2079c",@cnnbrk
360,0.0,Sun Sep 30 19:18:51 +0000 2018,1.0,0.0,0.0,61,"The White House is coordinating with GOP senators to narrow the scope of the Kavanaugh investigation, sources say,… https://t.co/IaEQ3r30rP",@cnnbrk
361,-0.1027,Sun Sep 30 16:18:53 +0000 2018,0.935,0.065,0.0,62,"RT @CNNPolitics: Democratic Sen. Amy Klobuchar, a member of the Senate Judiciary Committee, says she was “really stunned by how (Brett Kava…",@cnnbrk
362,0.0,Sun Sep 30 16:18:23 +0000 2018,1.0,0.0,0.0,63,RT @CNNPolitics: White House counselor Kellyanne Conway say the FBI investigation into Brett Kavanaugh is “not meant to be a fishing expedi…,@cnnbrk
363,-0.5994,Sun Sep 30 07:50:21 +0000 2018,0.794,0.206,0.0,64,"The death toll from an earthquake and tsunami now exceeds 830 people,  Indonesian officials say.… https://t.co/3MIg47GArP",@cnnbrk
364,-0.4215,Sat Sep 29 21:56:43 +0000 2018,0.84,0.16,0.0,65,"Tesla CEO Elon Musk will resign as company chairman and pay $20 million in a settlement with the SEC, after it sued… https://t.co/GRecfKRfnO",@cnnbrk
365,-0.8442,Sat Sep 29 17:04:14 +0000 2018,0.664,0.336,0.0,66,"Two police officers were killed in a shootout in Brookhaven, Mississippi, responding to a call about shots fired, a… https://t.co/cJca3J3RwL",@cnnbrk
366,-0.8176,Sat Sep 29 16:43:12 +0000 2018,0.605,0.395,0.0,67,Police arrest a suspect in the shooting death of Louisiana State University basketball player Wayde Sims… https://t.co/Z16IamshpZ,@cnnbrk
367,0.4215,Sat Sep 29 16:34:25 +0000 2018,0.859,0.0,0.141,68,A rare and powerful hurricane-like storm roars across Greece triggering flooding as it makes its way toward Turkey… https://t.co/cfVZSrm0xt,@cnnbrk
368,0.0,Sat Sep 29 14:09:25 +0000 2018,1.0,0.0,0.0,69,Typhoon Trami unleashed heavy winds and rain on southern Japan as it slowly marched toward the nation's main island… https://t.co/NnGbeTpr2p,@cnnbrk
369,0.4215,Sat Sep 29 08:31:30 +0000 2018,0.851,0.0,0.149,70,Rescuers scrambled to find survivors after a powerful earthquake hit the Indonesian island of Sulawesi and triggere… https://t.co/QGVicMQYJu,@cnnbrk
370,-0.8055,Sat Sep 29 05:02:58 +0000 2018,0.723,0.277,0.0,71,At least 48 people are dead and  more than 350 injured after a series of earthquakes and a tsunami hit the Indonesi… https://t.co/eDNdUcgWA9,@cnnbrk
371,-0.2263,Sat Sep 29 01:56:54 +0000 2018,0.905,0.095,0.0,72,Federal judge rules that lawsuit by Democratic lawmakers against Trump over foreign payments to his business can pr… https://t.co/kH41Mk5Jul,@cnnbrk
372,0.0,Sat Sep 29 01:21:05 +0000 2018,1.0,0.0,0.0,73,"Marty Balin, whose tenor voice provided hits for the '60s psychedelic rock band Jefferson Airplane, dies at age 76… https://t.co/7Qfiguy0oP",@cnnbrk
373,0.5574,Fri Sep 28 21:34:32 +0000 2018,0.841,0.0,0.159,74,RT @CNNPolitics: JUST IN: President Donald Trump has ordered the FBI to conduct a week-long investigation into Supreme Court nominee Brett…,@cnnbrk
374,0.6597,Fri Sep 28 20:16:44 +0000 2018,0.759,0.0,0.241,75,"Senate GOP agrees to a week for an FBI investigation into US Supreme Court nominee Brett Kavanaugh, delaying a conf… https://t.co/Sx1ddc4nRI",@cnnbrk
375,-0.5574,Fri Sep 28 19:43:36 +0000 2018,0.833,0.167,0.0,76,"Six Palestinians died after being shot by Israeli soldiers along the fence that separates Gaza and Israel, Palestin… https://t.co/dPEkfs3x4Z",@cnnbrk
376,-0.34,Fri Sep 28 19:29:46 +0000 2018,0.893,0.107,0.0,77,The House passes the final version of a legislative package that aims to combat the opioid epidemic by a vote of 39… https://t.co/3eSpgLEGNU,@cnnbrk
377,0.4854,Fri Sep 28 18:04:58 +0000 2018,0.644,0.095,0.262,78,Senate panel approves Brett Kavanaugh's Supreme Court nomination but full vote could be delayed to allow for FBI in… https://t.co/IEHMpibH1Z,@cnnbrk
378,-0.5267,Fri Sep 28 17:05:39 +0000 2018,0.761,0.239,0.0,79,Facebook says an attack discovered earlier this week exposed information on nearly 50 million users… https://t.co/pAAQZDfGUz,@cnnbrk
379,0.5574,Fri Sep 28 15:43:11 +0000 2018,0.825,0.0,0.175,80,"Democratic Sen. Joe Donnelly, a key vote for Supreme Court nominee Brett Kavanaugh's confirmation, says he will vot… https://t.co/JhWURmyOJs",@cnnbrk
380,-0.4215,Fri Sep 28 14:36:09 +0000 2018,0.661,0.227,0.112,81,"RT @CNNPolitics: Moments after announcing his support for Kavanaugh, Sen. Jeff Flake was immediately confronted by furious demonstrators wh…",@cnnbrk
381,0.5574,Fri Sep 28 13:58:17 +0000 2018,0.841,0.0,0.159,82,The Senate Judiciary Committee moves to vote on Brett Kavanaugh's nomination to the Supreme Court at 1:30 p.m. ET.… https://t.co/5pxklRhpcj,@cnnbrk
382,0.743,Fri Sep 28 13:44:20 +0000 2018,0.73,0.0,0.27,83,Sen. Jeff Flake will vote yes to confirm Supreme Court nominee Brett Kavanaugh. He was considered a Republican swin… https://t.co/1dGjgeImX5,@cnnbrk
383,-0.6705,Fri Sep 28 13:06:27 +0000 2018,0.809,0.191,0.0,84,Iraqi social media star and model Tara Fares has been killed in Baghdad. An official says two motorcyclists opened… https://t.co/KcpUYACTuJ,@cnnbrk
384,0.5574,Fri Sep 28 04:15:35 +0000 2018,0.833,0.0,0.167,85,The American Bar Association is calling on the Senate Judiciary Committee to halt consideration of Supreme Court no… https://t.co/v6vKnGExAJ,@cnnbrk
385,0.5574,Fri Sep 28 00:33:11 +0000 2018,0.825,0.0,0.175,86,The Senate Judiciary Committee will vote Friday morning on whether to push Brett Kavanaugh's Supreme Court nominati… https://t.co/nVFlSMxspB,@cnnbrk
386,0.3612,Thu Sep 27 23:55:49 +0000 2018,0.583,0.152,0.265,87,RT @CNNPolitics: A once frustrated President Trump becomes optimistic about his Supreme Court nominee Brett Kavanaugh https://t.co/ascV5Gty…,@cnnbrk
387,0.5574,Thu Sep 27 23:29:17 +0000 2018,0.841,0.0,0.159,88,RT @CNNPolitics: JUST IN: Key senators are huddling privately to discuss the future of Supreme Court nominee Brett Kavanaugh https://t.co/w…,@cnnbrk
388,-0.4404,Thu Sep 27 21:15:09 +0000 2018,0.782,0.218,0.0,89,"GOP Sen. Lindsey Graham harshly criticized Democratic colleagues during questioning of Brett Kavanaugh, calling the… https://t.co/Paq3V66xYs",@cnnbrk
389,0.296,Thu Sep 27 20:28:51 +0000 2018,0.909,0.0,0.091,90,Tesla CEO Elon Musk is sued by the Securities and Exchange Commission after he tweeted he had funding to take the c… https://t.co/cOnHrIcI5X,@cnnbrk
390,-0.4939,Thu Sep 27 19:40:07 +0000 2018,0.583,0.275,0.142,91,"Brett Kavanaugh passionately denies the allegations of sexual assault against him in his opening statement, calling… https://t.co/HtWtDgvy5D",@cnnbrk
391,0.5574,Thu Sep 27 19:10:47 +0000 2018,0.825,0.0,0.175,92,Supreme Court nominee Brett Kavanaugh testifies following dramatic testimony from the woman who says he sexually as… https://t.co/pknsx6aMdf,@cnnbrk
392,-0.5423,Thu Sep 27 18:38:27 +0000 2018,0.8,0.2,0.0,93,"Officials believe they have found the body of Maddox Ritch, an autistic 6-year-old missing since his dad lost sight… https://t.co/njPt3pBmZo",@cnnbrk
393,-0.4939,Thu Sep 27 16:39:28 +0000 2018,0.862,0.138,0.0,94,The prosecutor hired by Republicans asked Christine Blasey Ford about her fear of flying and other trips she has ta… https://t.co/8BkKrzGwwt,@cnnbrk
394,0.4404,Thu Sep 27 15:22:23 +0000 2018,0.879,0.0,0.121,95,RT @CNNPolitics: Christine Blasey Ford provides what she says is her strongest memory of the incident: “Indelible in the hippocampus is the…,@cnnbrk
